supplementary_data_3._taxa_coefficients_of_the_trained_lasso-regularized_logistic_regression_model.,unnamed:_1,unnamed:_2
404,k__Bacteriap__Actinobacteriac__Actinobacteriao__Bifidobacterialesf__Bifidobacteriaceaeg__Bifidobacteriums__Bifidobacterium_moukalabense,0
405,k__Bacteriap__Actinobacteriac__Actinobacteriao__Bifidobacterialesf__Bifidobacteriaceaeg__Bifidobacteriums__Bifidobacterium_thermacidophilum,0
406,k__Bacteriap__Actinobacteriac__Actinobacteriao__Bifidobacterialesf__Bifidobacteriaceaeg__Bifidobacteriums__Bifidobacterium_thermophilum,0
407,k__Bacteriap__Actinobacteriac__Actinobacteriao__Corynebacterialesf__Corynebacteriaceaeg__Corynebacteriums__Corynebacterium_ammoniagenes,0
408,k__Bacteriap__Actinobacteriac__Actinobacteriao__Corynebacterialesf__Corynebacteriaceaeg__Corynebacteriums__Corynebacterium_diphtheriae,0
409,k__Bacteriap__Actinobacteriac__Actinobacteriao__Corynebacterialesf__Corynebacteriaceaeg__Corynebacteriums__Corynebacterium_falsenii,0
410,k__Bacteriap__Actinobacteriac__Actinobacteriao__Corynebacterialesf__Corynebacteriaceaeg__Corynebacteriums__Corynebacterium_pseudodiphtheriticum,0
411,k__Bacteriap__Actinobacteriac__Actinobacteriao__Corynebacterialesf__Corynebacteriaceaeg__Corynebacteriums__Corynebacterium_tuberculostearicum,0
412,k__Bacteriap__Actinobacteriac__Actinobacteriao__Corynebacterialesf__Corynebacteriaceaeg__Corynebacteriums__Corynebacterium_vitaeruminis,0
413,k__Bacteriap__Actinobacteriac__Actinobacteriao__Corynebacterialesf__Mycobacteriaceaeg__Mycobacterium,0
414,k__Bacteriap__Actinobacteriac__Actinobacteriao__Corynebacterialesf__Mycobacteriaceaeg__Mycobacteriums__Mycobacterium_avium,0
415,k__Bacteriap__Actinobacteriac__Actinobacteriao__Corynebacterialesf__Mycobacteriaceaeg__Mycobacteriums__Mycobacterium_canettii,0
416,k__Archaeap__Euryarchaeotac__Methanobacteriao__Methanobacterialesf__Methanobacteriaceaeg__Methanobrevibacters__Methanobrevibacter_sp_AbM4,0
417,k__Bacteriap__Actinobacteriac__Actinobacteriao__Micrococcalesf__Brevibacteriaceaeg__Brevibacteriums__Brevibacterium_casei,0
418,k__Archaeap__Euryarchaeotac__Methanobacteriao__Methanobacterialesf__Methanobacteriaceaeg__Methanobacteriums__Methanobacterium_sp_MB1,0
419,k__Archaeap__Euryarchaeotac__Methanobacteriao__Methanobacterialesf__Methanobacteriaceaeg__Methanobacterium,0
420,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Polyomaviridaeg__Deltapolyomaviruss__Human_polyomavirus_6,0
421,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Polyomaviridaeg__Deltapolyomaviruss__Human_polyomavirus_7,0
422,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Potyviridae,0
423,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Potyviridaeg__Potyvirus,0
424,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Neisserialesf__Neisseriaceaeg__Eikenellas__Eikenella_corrodens,0
425,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Potyviridaeg__Potyviruss__Dasheen_mosaic_virus,0
426,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Potyviridaeg__Potyviruss__Zantedeschia_mild_mosaic_virus,0
427,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Smacoviridae,0
428,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Smacoviridaeg__Porprismacovirus,0
429,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Smacoviridaeg__Porprismacoviruss__Porcine_associated_porprismacovirus_3,0
430,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Tectiviridae,0
431,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Tectiviridaeg__Betatectivirus,0
432,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Tectiviridaeg__Betatectiviruss__Bacillus_virus_GIL16,0
433,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Tectiviridaeg__Tectivirus,0
434,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Tectiviridaeg__Tectiviruss__Salmonella_virus_PRD1,0
435,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Viruses_unclassifiedg__Viruses_unclassifieds__Cellulophaga_phage_phi14_2,0
436,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Viruses_unclassifiedg__Viruses_unclassifieds__Enterobacteria_phage_vB_EcoM_VR5,0
437,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Viruses_unclassifiedg__Viruses_unclassifieds__Staphylococcus_phage_PT1028,0
438,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Viruses_unclassifiedg__Viruses_unclassifieds__Streptococcus_pyogenes_phage_5005_1,0
439,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Viruses_unclassifiedg__Viruses_unclassifieds__Streptococcus_pyogenes_phage_5005_2,0
440,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Viruses_unclassifiedf__Viruses_unclassifiedg__Viruses_unclassifieds__Streptococcus_pyogenes_phage_H10403,0
441,k__Archaeap__Euryarchaeotac__Methanobacteriao__Methanobacterialesf__Methanobacteriaceaeg__Methanobacteriums__Methanobacterium_formicicum,0
442,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__T7viruss__Kluyvera_virus_Kvp1,0
443,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__T7viruss__Erwinia_phage_vB_EamP_L1,0
444,k__Virusesp__Viruses_unclassifiedc__Viruses_unclassifiedo__Caudoviralesf__Podoviridaeg__T7viruss__Enterobacteria_phage_T3,0
445,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Haemophiluss__Haemophilus_influenzae,0
446,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Haemophiluss__Haemophilus_parahaemolyticus,0
447,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Haemophiluss__Haemophilus_paraphrohaemolyticus,0
448,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Haemophiluss__Haemophilus_pittmaniae,0
449,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Haemophiluss__Haemophilus_quentini,0
450,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Haemophiluss__Haemophilus_sputorum,0
451,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Pasteurella,0
452,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Pasteurellas__Pasteurella_canis,0
453,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceae,0
454,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Haemophiluss__Haemophilus_haemolyticus,0
455,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacter,0
456,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_baumannii,0
457,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Campylobacteraceaeg__Campylobacters__Campylobacter_hyointestinalis,0
458,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_bereziniae,0
459,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_indicus,0
460,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Campylobacteraceaeg__Campylobacters__Campylobacter_curvus,0
461,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_johnsonii,0
462,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_nosocomialis,0
463,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_parvus,0
464,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Campylobacteraceaeg__Campylobacters__Campylobacter_concisus,0
465,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Campylobacteraceaeg__Campylobacters__Campylobacter_jejuni,0
466,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Aggregatibacters__Aggregatibacter_sp_oral_taxon_458,0
467,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Aggregatibacters__Aggregatibacter_segnis,0
468,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Aggregatibacters__Aggregatibacter_aphrophilus,0
469,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Hafniaceaeg__Hafnias__Hafnia_paralvei,0
470,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Morganellaceaeg__Proteuss__Proteus_hauseri,0
471,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Morganellaceaeg__Proteuss__Proteus_penneri,0
472,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Morganellaceaeg__Proteuss__Proteus_vulgaris,0
473,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Campylobacteraceaeg__Campylobacters__Campylobacter_rectus,0
474,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Morganellaceaeg__Providencias__Providencia_alcalifaciens,0
475,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Morganellaceaeg__Providencias__Providencia_stuartii,0
476,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Yersiniaceae,0
477,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Yersiniaceaeg__Rahnella,0
478,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Yersiniaceaeg__Rahnellas__Rahnella_aquatilis,0
479,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Yersiniaceaeg__Serratia,0
480,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Yersiniaceaeg__Serratias__Serratia_liquefaciens,0
481,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Yersiniaceaeg__Serratias__Serratia_marcescens,0
482,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Yersiniaceaeg__Serratias__Serratia_odorifera,0
483,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Yersiniaceaeg__Serratias__Serratia_rubidaea,0
484,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Yersiniaceaeg__Serratias__Serratia_ureilytica,0
485,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Gammaproteobacteria_unclassified,0
486,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Gammaproteobacteria_unclassifiedf__Gammaproteobacteria_unclassified,0
487,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Gammaproteobacteria_unclassifiedf__Gammaproteobacteria_unclassifiedg__Gammaproteobacteria_unclassified,0
488,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Gammaproteobacteria_unclassifiedf__Gammaproteobacteria_unclassifiedg__Gammaproteobacteria_unclassifieds__Gammaproteobacteria_bacterium_MFB021,0
489,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellalesf__Pasteurellaceaeg__Aggregatibacter,0
490,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_radioresistens,0
491,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Hafniaceaeg__Hafnias__Hafnia_alvei,0
492,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_soli,0
493,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_towneri,0
494,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Vibrionalesf__Vibrionaceaeg__Vibrios__Vibrio_cholerae,0
495,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Campylobacteraceaeg__Arcobacter,0
496,k__Bacteriap__Proteobacteriac__Deltaproteobacteriao__Desulfovibrionalesf__Desulfovibrionaceaeg__Lawsonias__Lawsonia_intracellularis,0
497,k__Bacteriap__Proteobacteriac__Deltaproteobacteriao__Desulfovibrionalesf__Desulfovibrionaceaeg__Lawsonia,0
498,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Vibrionalesf__Vibrionaceaeg__Vibrios__Vibrio_diabolicus,0
499,k__Bacteriap__Proteobacteriac__Deltaproteobacteriao__Desulfovibrionalesf__Desulfovibrionaceaeg__Desulfovibrios__Desulfovibrio_vulgaris,0
500,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Vibrionalesf__Vibrionaceaeg__Vibrios__Vibrio_furnissii,0
501,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Xanthomonadales,0
502,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Xanthomonadalesf__Xanthomonadaceae,0
503,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Vibrionalesf__Vibrionaceaeg__Vibrios__Vibrio_antiquarius,0
504,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Xanthomonadalesf__Xanthomonadaceaeg__Luteimonas,0
505,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Xanthomonadalesf__Xanthomonadaceaeg__Stenotrophomonas,0
506,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Xanthomonadalesf__Xanthomonadaceaeg__Stenotrophomonass__Stenotrophomonas_maltophilia,0
507,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Xanthomonadalesf__Xanthomonadaceaeg__Stenotrophomonass__Stenotrophomonas_rhizophila,0
508,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Xanthomonadalesf__Xanthomonadaceaeg__Xanthomonadaceae_unclassified,0
509,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Xanthomonadalesf__Xanthomonadaceaeg__Xanthomonadaceae_unclassifieds__Pseudomonas_geniculata,0
510,k__Bacteriap__Spirochaetesc__Spirochaetiao__Spirochaetalesf__Spirochaetaceaeg__Treponemas__Treponema_denticola,0
511,k__Bacteriap__Spirochaetesc__Spirochaetiao__Spirochaetalesf__Spirochaetaceaeg__Treponemas__Treponema_porcinum,0
512,k__Bacteriap__Spirochaetesc__Spirochaetiao__Spirochaetalesf__Spirochaetaceaeg__Treponemas__Treponema_socranskii,0
513,k__Bacteriap__Synergistetesc__Synergistiao__Synergistalesf__Synergistaceaeg__Jonquetella,0
514,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Xanthomonadalesf__Xanthomonadaceaeg__Luteimonass__Luteimonas_sp_83_4,0
515,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Vibrionalesf__Vibrionaceaeg__Vibrio,0
516,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Vibrionalesf__Vibrionaceae,0
517,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Vibrionales,0
518,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_ursingii,0
519,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_variabilis,0
520,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Moraxella,0
521,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Moraxellas__Moraxella_osloensis,0
522,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Psychrobacter,0
523,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Psychrobacters__Psychrobacter_pasteurii,0
524,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Psychrobacters__Psychrobacter_piechaudii,0
525,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Psychrobacters__Psychrobacter_sp_1501_2011,0
526,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Pseudomonadaceaeg__Pseudomonass__Pseudomonas_extremaustralis,0
527,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Pseudomonadaceaeg__Pseudomonass__Pseudomonas_fluorescens_group,0
528,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Campylobacteraceaeg__Arcobacters__Arcobacter_cryaerophilus,0
529,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Campylobacteraceaeg__Arcobacters__Arcobacter_butzleri,0
530,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Pseudomonadaceaeg__Pseudomonass__Pseudomonas_fragi,0
531,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Pseudomonadaceaeg__Pseudomonass__Pseudomonas_guguanensis,0
532,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Pseudomonadaceaeg__Pseudomonass__Pseudomonas_helleri,0
533,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Pseudomonadaceaeg__Pseudomonass__Pseudomonas_kuykendallii,0
534,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Pseudomonadaceaeg__Pseudomonass__Pseudomonas_lundensis,0
535,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Pseudomonadaceaeg__Pseudomonass__Pseudomonas_panacis,0
536,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Pseudomonadaceaeg__Pseudomonass__Pseudomonas_psychrotolerans,0
537,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Pseudomonadaceaeg__Pseudomonass__Pseudomonas_putida_group,0
538,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Pseudomonadaceaeg__Pseudomonass__Pseudomonas_soli,0
539,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadalesf__Moraxellaceaeg__Acinetobacters__Acinetobacter_sp_WCHAc010034,0
540,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Hafniaceaeg__Hafnia,0
541,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Hafniaceae,0
542,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Erwiniaceaeg__Tatumellas__Tatumella_morbirosei,0
543,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Cedecea,0
544,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Cedeceas__Cedecea_davisae,0
545,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Cedeceas__Cedecea_neteri,0
546,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Citrobacters__Citrobacter_amalonaticus,0
547,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Citrobacters__Citrobacter_europaeus,0
548,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Citrobacters__Citrobacter_farmeri,0
549,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Citrobacters__Citrobacter_gillenii,0
550,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Citrobacters__Citrobacter_pasteurii,0
551,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Citrobacters__Citrobacter_sp_50677481,0
552,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Atlantibacters__Atlantibacter_hermannii,0
553,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Citrobacters__Citrobacter_sp_MGH106,0
554,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Cronobacter,0
555,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Cronobacters__Cronobacter_dublinensis,0
556,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Cronobacters__Cronobacter_malonaticus,0
557,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Cronobacters__Cronobacter_sakazakii,0
558,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Enterobacters__Enterobacter_bugandensis,0
559,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Enterobacters__Enterobacter_mori,0
560,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Enterobacters__Enterobacter_soli,0
561,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Enterobacters__Enterobacter_sp_638,0
562,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Escherichias__Escherichia_albertii,0
563,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Citrobacters__Citrobacter_werkmanii,0
564,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Atlantibacter,0
565,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacterales_unclassifiedg__Phytobacters__Phytobacter_ursingii,0
566,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacterales_unclassifiedg__Phytobacter,0
567,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Helicobacteraceaeg__Helicobacters__Helicobacter_pullorum,0
568,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Helicobacteraceaeg__Helicobacters__Helicobacter_pylori,0
569,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Aeromonadalesf__Aeromonadaceae,0
570,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Aeromonadalesf__Aeromonadaceaeg__Aeromonas,0
571,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Aeromonadalesf__Aeromonadaceaeg__Aeromonass__Aeromonas_allosaccharophila,0
572,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Aeromonadalesf__Aeromonadaceaeg__Aeromonass__Aeromonas_caviae,0
573,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Aeromonadalesf__Aeromonadaceaeg__Aeromonass__Aeromonas_dhakensis,0
574,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Aeromonadalesf__Aeromonadaceaeg__Aeromonass__Aeromonas_hydrophila,0
575,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Helicobacteraceaeg__Helicobacters__Helicobacter_equorum,0
576,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Helicobacteraceaeg__Helicobacters__Helicobacter_cinaedi,0
577,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Helicobacteraceaeg__Helicobacters__Helicobacter_bilis,0
578,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Aeromonadalesf__Aeromonadaceaeg__Aeromonass__Aeromonas_media,0
579,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Aeromonadalesf__Aeromonadaceaeg__Aeromonass__Aeromonas_rivipollensis,0
580,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacteralesf__Helicobacteraceaeg__Helicobacter,0
581,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Aeromonadalesf__Aeromonadaceaeg__Aeromonass__Aeromonas_salmonicida,0
582,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Aeromonadalesf__Aeromonadaceaeg__Aeromonass__Aeromonas_veronii,0
583,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Alteromonadales,0
584,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Alteromonadalesf__Shewanellaceae,0
585,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Alteromonadalesf__Shewanellaceaeg__Shewanella,0
586,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Alteromonadalesf__Shewanellaceaeg__Shewanellas__Shewanella_algae,0
587,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Cardiobacterialesf__Cardiobacteriaceaeg__Cardiobacteriums__Cardiobacterium_hominis,0
588,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Escherichias__Escherichia_fergusonii,0
589,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Escherichias__Escherichia_sp_ESNIH1,0
590,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Franconibacter,0
591,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteralesf__Enterobacteriaceaeg__Franconibacters__Franconibacter_helveticus,0
