OTU ID,taxonomy,abundance,relative_abundance,kingdom,phylum,class,order,family,genus,species,study_id
198192,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,7.0,0.0006329113924050633,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
518865,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__,229.0,0.020705244122965642,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,MGYS00001248
520864,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__,29.0,0.0026220614828209765,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,,MGYS00001248
187178,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,40.0,0.003616636528028933,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,MGYS00001248
187179,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,141.0,0.012748643761301989,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,MGYS00001248
290774,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,4.0,0.0003616636528028933,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,MGYS00001248
923783,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__,3.0,0.00027124773960217,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,,,MGYS00001248
548233,k__Bacteria; p__Firmicutes; c__Clostridia; o__Halanaerobiales; f__Halanaerobiaceae; g__; s__,12.0,0.00108499095840868,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,,,MGYS00001248
195522,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,4.0,0.0003616636528028933,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
344525,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__eggerthii,20.0,0.0018083182640144665,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,eggerthii,MGYS00001248
319621,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,13.0,0.0011754068716094033,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,MGYS00001248
177176,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,4.0,0.0003616636528028933,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
216111,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
1109247,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,14.0,0.0012658227848101266,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,MGYS00001248
166908,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,6.0,0.00054249547920434,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,MGYS00001248
4430561,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,2.0,0.00018083182640144665,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,MGYS00001248
194615,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,66.0,0.0059674502712477396,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
199228,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,MGYS00001248
922964,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__,2.0,0.00018083182640144665,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,,MGYS00001248
187689,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,19.0,0.0017179023508137432,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
336710,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,4.0,0.0003616636528028933,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,MGYS00001248
329512,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__,11.0,0.0009945750452079567,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,MGYS00001248
355120,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,664.0,0.06003616636528029,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
184320,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,4.0,0.0003616636528028933,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
312743,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,27.0,0.00244122965641953,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
307761,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,8.0,0.0007233273056057866,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
329693,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri,2.0,0.00018083182640144665,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri,MGYS00001248
197442,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
583746,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__,8.0,0.0007233273056057866,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Dialister,,MGYS00001248
1084906,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__,7.0,0.0006329113924050633,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,,MGYS00001248
321295,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
194909,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,73.0,0.006600361663652803,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,MGYS00001248
192437,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
518016,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,5.0,0.0004520795660036166,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
292289,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,8.0,0.0007233273056057866,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,MGYS00001248
198071,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
318396,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,4.0,0.0003616636528028933,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
541859,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__,12.0,0.00108499095840868,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,MGYS00001248
558839,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri,76.0,0.006871609403254973,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri,MGYS00001248
523782,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,259.0,0.02341772151898734,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
563572,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
336785,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,5.0,0.0004520795660036166,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
190984,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,5.0,0.0004520795660036166,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,MGYS00001248
194831,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,10.0,0.0009041591320072332,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
190980,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,5.0,0.0004520795660036166,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
198577,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__,9.0,0.0008137432188065099,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],,MGYS00001248
179508,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
354334,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,21.0,0.0018987341772151898,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
528715,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,158.0,0.014285714285714285,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii,MGYS00001248
269327,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,45.0,0.00406871609403255,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,,MGYS00001248
365222,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,189.0,0.01708860759493671,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
309391,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,7.0,0.0006329113924050633,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
335644,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,5.0,0.0004520795660036166,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
527041,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,6.0,0.00054249547920434,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii,MGYS00001248
347226,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
185759,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
525215,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,20.0,0.0018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii,MGYS00001248
305247,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,11.0,0.0009945750452079567,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
529740,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,10.0,0.0009041591320072332,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
305329,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,,MGYS00001248
310071,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,27.0,0.00244122965641953,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
195270,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,19.0,0.0017179023508137432,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
196382,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,5.0,0.0004520795660036166,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
323786,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,MGYS00001248
362344,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,92.0,0.008318264014466547,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
347639,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
1109844,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,118.0,0.010669077757685353,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,MGYS00001248
190361,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,4.0,0.0003616636528028933,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
183703,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
197274,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,5.0,0.0004520795660036166,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
580295,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,4.0,0.0003616636528028933,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,MGYS00001248
192308,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,11.0,0.0009945750452079567,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
4322998,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__,100.0,0.009041591320072333,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,MGYS00001248
212481,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,14.0,0.0012658227848101266,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
102915,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__asaccharolytica,9.0,0.0008137432188065099,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,asaccharolytica,MGYS00001248
211907,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
355197,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,8.0,0.0007233273056057866,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
3221156,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__,2.0,0.00018083182640144665,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,MGYS00001248
364109,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,302.0,0.027305605786618444,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
330193,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,5.0,0.0004520795660036166,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
512636,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,2.0,0.00018083182640144665,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,MGYS00001248
290281,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
299302,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,7.0,0.0006329113924050633,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
193372,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,6.0,0.00054249547920434,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
591635,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,38.0,0.0034358047016274863,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,,MGYS00001248
187265,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,33.0,0.0029837251356238698,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,MGYS00001248
269203,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__,2.0,0.00018083182640144665,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,MGYS00001248
193484,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
197874,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,26.0,0.0023508137432188066,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
336133,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,26.0,0.0023508137432188066,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
363348,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,61.0,0.005515370705244123,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
568118,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri,153.0,0.013833634719710669,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,copri,MGYS00001248
4483963,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,2.0,0.00018083182640144665,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,MGYS00001248
1047041,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__,34.0,0.003074141048824593,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,,MGYS00001248
299851,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__,2.0,0.00018083182640144665,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,,MGYS00001248
355307,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,40.0,0.003616636528028933,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
176862,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
575844,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,13.0,0.0011754068716094033,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
368203,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,22.0,0.0019891500904159133,Bacteria,Firmicutes,Clostridia,Clostridiales,,,,MGYS00001248
359044,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,89.0,0.008047016274864377,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
353791,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,9.0,0.0008137432188065099,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,,MGYS00001248
348358,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,8.0,0.0007233273056057866,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,,MGYS00001248
530700,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
195719,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,3.0,0.00027124773960217,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,,MGYS00001248
645617,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Hydrogenophilus; s__,4.0,0.0003616636528028933,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Hydrogenophilus,,MGYS00001248
195120,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,10.0,0.0009041591320072332,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,,MGYS00001248
842596,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,34.0,0.003074141048824593,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,,MGYS00001248
194129,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],,MGYS00001248
521851,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__,12.0,0.00108499095840868,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,MGYS00001248
528652,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,245.0,0.022151898734177215,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,prausnitzii,MGYS00001248
528653,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__,40.0,0.003616636528028933,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,,MGYS00001248
304108,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,2.0,0.00018083182640144665,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,,MGYS00001248
520712,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,10.0,0.0009041591320072332,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,MGYS00001248
